NET_IN_LAT,NET_IN_LONG,HAUL_DATE,WOLF EEL YOY,SABLEFISH YOY,ARROWTOOTH FLOUNDER YOY,PACIFIC SANDDAB YOY,SPECKLED SANDDAB YOY,SCULPIN YOY,NORTHERN ANCHOVY YOY,REX SOLE YOY,GREENLING YOY,SLENDER SOLE YOY,PACIFIC HAKE YOY,DOVER SOLE YOY,SILVER SALMON YOY,KING SALMON YOY,SALMON YOY,LINGCOD YOY,SMELT YOY,PAINTED GREENLING YOY,STARRY FLOUNDER YOY,RIGHT EYED FLATFISH YOY,TURBOT YOY,SAND SOLE YOY,GRUNT SCULPIN YOY,PACIFIC BONITO YOY,PACIFIC SARDINE YOY,PACIFIC MACKEREL YOY,SCOMBRID YOY,CABEZON YOY,BROWN ROCKFISH YOY,AURORA ROCKFISH YOY,REDBANDED ROCKFISH YOY,DARKBLOTCHED ROCKFISH YOY,CALICO ROCKFISH YOY,SPLITNOSE ROCKFISH YOY,GREENSTRIPED ROCKFISH YOY,WIDOW ROCKFISH YOY,YELLOWTAIL ROCKFISH YOY,CHILIPEPPER YOY,SQUARESPOT ROCKFISH YOY,SHORTBELLY ROCKFISH YOY,COWCOD YOY,BLACK ROCKFISH YOY,BLACKGILL ROCKFISH YOY,VERMILION ROCKFISH YOY,BLUE ROCKFISH YOY,SPECKLED ROCKFISH YOY,BOCACCIO YOY,CANARY ROCKFISH YOY,GRASS ROCKFISH YOY,YELLOWEYE ROCKFISH YOY,BANK ROCKFISH YOY,STRIPETAIL ROCKFISH YOY,HALFBANDED ROCKFISH YOY,OLIVE ROCKFISH YOY,TREEFISH YOY,PYGMY ROCKFISH YOY,SHARPCHIN ROCKFISH YOY,JACK MACKEREL YOY,OTHER ROCKFISH YOY,ROSY ROCKFISH GROUP YOY,BLACK-YELLOWTAIL ROCKFISH YOY,EEL LARVAE,PACIFIC TOMCOD YOY,COPPER ROCKFISH GROUP YOY,PUGET SOUND ROCKFISH YOY,IRISH LORD YOY,ARROWTOOTH FLOUNDER,PACIFIC SANDDAB,PACIFIC HERRING,NORTHERN ANCHOVY,REX SOLE,BROWN IRISH LORD,SLENDER SOLE,PACIFIC HAKE,DOVER SOLE,PINK SALMON,SILVER SALMON,KING SALMON,SALMON,LINGCOD,SMELT,CALIFORNIA HALIBUT,ENGLISH SOLE,STARRY FLOUNDER,CURLFIN SOLE,SAND SOLE,PACIFIC SARDINE,PACIFIC MACKEREL,CABEZON,BROWN ROCKFISH,YELLOWTAIL ROCKFISH,CHILIPEPPER,SHORTBELLY ROCKFISH,SPECKLED ROCKFISH,OLIVE ROCKFISH,SHARPCHIN ROCKFISH,CALIFORNIA TONGUEFISH,JACK MACKEREL,POACHER,PACIFIC SANDLANCE,TOPSMELT,JACKSMELT,HIGHFIN DRAGONFISH,BLACKSMELT,RONQUIL,PACIFIC VIPERFISH,PACIFIC SAURY,BLACKEYE GOBY,PELAGIC STINGRAY,CALIFORNIA HEADLIGHTFISH,THREESPINE STICKLEBACK,WHITE CROAKER,GOBY,SIXGILL SHARK,RATFISH,MEDUSAFISH,RAGFISH,LAMPREY,CALIFORNIA SMOOTHTONGUE,SNAILFISH,BLACKMOUTH EELPOUT,PALLID EELPOUT,SLENDER SNIPEFISH,BIGSCALE,DRAGONFISH,COMMON MOLA,MYCTOPHID,SNIPE EEL,BARRACUDINA,PACIFIC POMPANO,SPOOKFISH,PLAINFIN MIDSHIPMAN,BLUE SHARK,BIG SKATE,LONGNOSE SKATE,NORTH PACIFIC SPINY DOGFISH,HATCHETFISH,CALIFORNIA LANTERNFISH,PIPEFISH,CALIFORNIA LIZARDFISH,LONGFIN DRAGONFISH,BLUE LANTERNFISH,SMALLEYE SQUARETAIL,PACIFIC ELECTRIC RAY,KING-OF-THE-SALMON,COMBFISH,EELPOUT,SHARK,SKATE,MARKET SQUID,MANTIS SHRIMP,MYSID,SHRIMP,CARIDEAN SHRIMP,CRANGON SHRIMP,PELAGIC RED CRAB,SEA NETTLE,PHRONIMA,HETEROPOD,SPINY LOBSTER LARVAE,PANDALID SHRIMP,SQUID,GHOST SHRIMP,RED SHRIMP,GLASS SHRIMP,SERGESTID,OCTOPUS,PYROSOMA,ARMHOOK SQUID,SALP,PACIFIC ARGENTINE,LOOSEJAW,BLACKDRAGON,THETYS SALP,UMBRELLAMOUTH GULPER,OCTOPOTEUTHIS,BLACKBELLY DRAGONFISH,HUMBOLDT SQUID,BLACKTIP SQUID,BASEBALL SQUID,ROBUST CLUBHOOK SQUID,SWORD-TAIL SQUID,LIGHTFISH,FIRE SQUID,PURPLE-STRIPED JELLY,MOON JELLY,BERRYTEUTHIS,FRIED EGG JELLY,BLOB OCTOPUS,BOREAL CLUBHOOK SQUID,SUNBEAM LAMPFISH,ARGONAUT,TOTAL ROCKFISH YOY,TOTAL KRILL
38.1583,123.3653,6/3/2010,0,0,0,6,9,0,0,65,0,3,99,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6,0,0,0,0,1,0,0,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,8,,20,,0,0,0,,0,,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,54,45120
38.1763,123.4912,6/4/2010,0,0,0,4,7,0,0,10,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,4,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,,33,,0,0,0,,0,,0,0,310,0,0,0,0,0,0,0,0,0,0,,0,0,3,68480
39.1458,123.7907,6/4/2010,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,100056
39.1437,123.9983,6/4/2010,0,0,0,3,1,0,0,5,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,843,25,,84,,0,0,0,,0,,0,0,31,0,0,0,0,0,0,0,0,0,0,,0,0,65,84672
39.1457,124.3168,6/5/2010,1,0,0,3,5,0,0,4,0,0,118,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,192,0,11,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,319,1,,18,,0,0,0,,0,,0,0,117,0,0,2,0,0,0,0,0,0,0,,0,0,6,20300
39.1363,124.582,6/5/2010,0,0,0,3,2,0,0,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,26,0,0,0,0,0,0,0,0,7,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,1,,0,,0,0,0,,0,,0,0,90,0,0,0,0,0,0,0,0,0,0,,0,0,0,2112
39.8327,123.9197,6/5/2010,0,0,0,60,544,0,0,20,3,7,0,0,0,0,0,10,0,0,0,30,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,26,12,0,0,0,0,4,0,0,1,0,0,7,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,6900,0,0,0,0,0,2,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,74,2010
39.8433,124.103,6/5/2010,0,0,0,27,20,0,0,3,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,53,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,112,0,18,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,,8,,0,0,0,,0,,0,0,8,0,0,0,0,0,0,0,0,0,0,,0,0,13,42680
39.8267,124.3893,6/6/2010,0,0,0,13,3,0,0,13,0,0,59,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810,0,3,0,0,0,0,0,0,0,0,17,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1558,0,,13,,0,0,0,,0,,0,0,51,0,0,5,0,0,0,0,0,0,0,,0,0,2,42500
39.8252,124.7045,6/6/2010,0,0,0,0,0,0,0,9,0,0,704,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,0,0,1,0,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,2,0,0,0,0,0,0,0,0,16,0,0,0,224,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,3,,0,0,2,,0,,0,0,51,0,0,0,0,0,0,0,0,0,0,,0,0,55,46464
38.4628,123.221,6/6/2010,0,0,0,20,28,10,0,1,0,0,0,0,0,0,0,6,1,0,0,84,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,,,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,12,89112
38.4607,123.378,6/6/2010,0,0,0,1,5,0,0,1,0,1,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,2,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,1341
38.4592,123.6977,6/7/2010,0,0,0,1,1,0,0,2,0,1,13,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,0,4,0,0,0,0,0,0,0,0,17,0,0,0,162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,711,0,,21,,0,0,0,,0,,0,0,174,0,0,2,0,0,0,0,0,0,0,,0,0,11,20250
37.6475,123.1972,6/7/2010,0,0,0,0,0,0,0,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,5,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,97,0,,26,,0,0,0,,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,6,34944
37.7348,123.129,6/7/2010,0,0,0,3,21,3,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,8,0,1,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,5,,1,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,28,178024
37.6537,123.0347,6/8/2010,0,0,0,8,5,0,0,19,0,16,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,37,0,4,0,0,0,0,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,0,16,0,0,0,0,0,5,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,66,178000
37.5932,122.8232,6/8/2010,0,0,0,3,5,0,0,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,0,0,,,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,14,942012
38.1768,123.363,6/8/2010,0,0,0,2,5,0,0,5,0,0,416,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,3,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,6,22528
38.1768,123.4848,6/9/2010,0,0,0,8,11,0,0,3,0,1,55,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,505,0,,33,,0,0,0,,0,,0,0,66,0,0,0,0,0,0,0,0,0,0,,0,0,20,2664
36.6887,122.1083,6/9/2010,0,1,0,16,44,0,0,1,0,3,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,2,0,0,0,0,0,60,2,0,0,0,0,0,0,2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,144,6,,22,,0,1,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,18,12714
36.6383,122.0467,6/10/2010,0,0,0,13,9,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,1,0,0,2,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,97,0,0,0,0,0,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,1,0,0,0,0,208,44,,25,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,20,25856
36.5727,122.0347,6/10/2010,0,0,0,11,5,0,0,0,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,,,0,0,0,0,0,1,155,0,,39,,0,0,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,6,1632
36.5728,122.1773,6/10/2010,0,0,0,15,7,0,0,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,48,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,30,,8,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,12,153825
36.8445,121.9702,6/10/2010,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,116,0,0,0,0,0,0,6,,,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,184
36.7688,121.8843,6/10/2010,0,0,0,10,5,0,0,1,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,789,1,0,5,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1140,4,,3,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,204
36.7468,121.9852,6/11/2010,0,0,0,1,3,0,0,2,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,173,0,0,2,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,170,0,0,0,0,0,0,0,,,0,0,0,0,0,0,99,55,,39,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,28728
36.7187,121.92,6/11/2010,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2,,2,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,18
36.6652,121.9523,6/11/2010,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,14
39.8297,124.1035,5/3/2011,0,0,0,1,1,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,2,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,34128
